"","Sex","Age","U","Value"
"68","Male",67,"u1",-918.532738058369
"69","Male",68,"u1",-912.136252459842
"70","Male",69,"u1",-906.383275982463
"71","Male",70,"u1",-898.957617661795
"72","Male",71,"u1",-894.771472425331
"73","Male",72,"u1",-886.571859700211
"74","Male",73,"u1",-880.364881220462
"75","Male",74,"u1",-873.663980962381
"76","Male",75,"u1",-867.152059938673
"77","Male",76,"u1",-860.971901694516
"78","Male",77,"u1",-855.379120719939
"79","Male",78,"u1",-847.72881481004
"80","Male",79,"u1",-841.609175035002
"81","Male",80,"u1",-834.112513928303
"82","Male",81,"u1",-829.130421468096
"83","Male",82,"u1",-820.99547564384
"84","Male",83,"u1",-814.454389579312
"85","Male",84,"u1",-807.082899538375
"86","Male",85,"u1",-801.201109539345
"87","Male",86,"u1",-794.414593007095
"88","Male",87,"u1",-788.226256371346
"89","Male",88,"u1",-782.002146234755
"90","Male",89,"u1",-776.047166526054
"91","Male",90,"u1",-769.218630640593
"92","Male",91,"u1",-764.472127063864
"93","Male",92,"u1",-757.807278773336
"94","Male",93,"u1",-752.189874733845
"95","Male",94,"u1",-746.561940128674
"96","Male",95,"u1",-740.554712108574
"97","Male",96,"u1",-735.167759550535
"98","Male",97,"u1",-729.935382576262
"99","Male",98,"u1",-724.864831795535
"100","Male",99,"u1",-719.962857318429
"101","Male",100,"u1",-715.235620082984
"102","Male",101,"u1",-710.688437779277
"103","Male",102,"u1",-706.325982951617
"104","Male",103,"u1",-702.151825511828
"105","Male",104,"u1",-698.168490700673
"106","Male",105,"u1",-694.377612488991
"107","Male",106,"u1",-690.779476201024
"108","Male",107,"u1",-687.373416486217
"109","Male",108,"u1",-684.157637563933
"110","Male",109,"u1",-681.129251914189
"111","Male",0,"u2",-47.9157430297685
"112","Male",1,"u2",-70.6996502753785
"113","Male",2,"u2",-74.2790395211401
"114","Male",3,"u2",-72.5646660952083
"115","Male",4,"u2",-68.5356391944904
"116","Male",5,"u2",-64.9375836119076
"117","Male",6,"u2",-62.2072954583273
"118","Male",7,"u2",-59.2499977267389
"119","Male",8,"u2",-55.9581645879664
"120","Male",9,"u2",-52.7333814124072
"121","Male",10,"u2",-49.3574236379334
"122","Male",11,"u2",-45.716854175757
"123","Male",12,"u2",-41.8860072502867
"124","Male",13,"u2",-37.3782501992742
"125","Male",14,"u2",-31.7575719102088
"126","Male",15,"u2",-25.4203699953411
"127","Male",16,"u2",-19.0642313832034
"128","Male",17,"u2",-13.5923140975525
"129","Male",18,"u2",-9.98288298926093
"130","Male",19,"u2",-8.968673974715
"131","Male",20,"u2",-9.75909322675871
"132","Male",21,"u2",-11.0100410775302
"133","Male",22,"u2",-12.0654984586551
"134","Male",23,"u2",-12.5150757915828
"135","Male",24,"u2",-12.2660682247055
"136","Male",25,"u2",-11.5549842677542
"137","Male",26,"u2",-10.5932322265193
"138","Male",27,"u2",-9.45223687039689
"139","Male",28,"u2",-8.37373010261319
"140","Male",29,"u2",-7.74427292748969
"141","Male",30,"u2",-7.2693601466752
"142","Male",31,"u2",-6.42208771204025
"143","Male",32,"u2",-5.52169316294868
"144","Male",33,"u2",-4.74217326980486
"145","Male",34,"u2",-4.12709037022639
"146","Male",35,"u2",-3.61699861420804
"147","Male",36,"u2",-2.89256466190235
"148","Male",37,"u2",-1.7730622919023
"149","Male",38,"u2",-0.37008705855828
"150","Male",39,"u2",0.857579683718544
"151","Male",40,"u2",1.95850983762691
"152","Male",41,"u2",3.30775668960457
"153","Male",42,"u2",4.79202356910526
"154","Male",43,"u2",6.28287030030793
"155","Male",44,"u2",7.65307752757356
"156","Male",45,"u2",8.98082819903991
"157","Male",46,"u2",10.3396108556206
"158","Male",47,"u2",11.5363416153884
"159","Male",48,"u2",12.5202194262098
"160","Male",49,"u2",13.4155492730831
"161","Male",50,"u2",14.3210885390804
"162","Male",51,"u2",15.2750387258924
"163","Male",52,"u2",16.1324485214639
"164","Male",53,"u2",16.9604256772897
"165","Male",54,"u2",17.9123820301377
"166","Male",55,"u2",18.8785973236166
"167","Male",56,"u2",19.7033134859524
"168","Male",57,"u2",20.3151522630369
"169","Male",58,"u2",20.6573669336106
"170","Male",59,"u2",20.7768745727983
"171","Male",60,"u2",20.8359889274223
"172","Male",61,"u2",20.9308405526723
"173","Male",62,"u2",20.9522979254014
"174","Male",63,"u2",20.9326032481596
"175","Male",64,"u2",20.9683768407064
"176","Male",65,"u2",21.0977731885413
"177","Male",66,"u2",21.2845230418985
"178","Male",67,"u2",21.3901602559091
"179","Male",68,"u2",21.3391153301342
"180","Male",69,"u2",21.1035187341465
"181","Male",70,"u2",20.8374954483754
"182","Male",71,"u2",20.6913873436161
"183","Male",72,"u2",20.4918232652986
"184","Male",73,"u2",20.268224986699
"185","Male",74,"u2",20.1286450673597
"186","Male",75,"u2",20.10577761843
"187","Male",76,"u2",20.197713429258
"188","Male",77,"u2",20.2847956451713
"189","Male",78,"u2",20.3279947439438
"190","Male",79,"u2",20.4721457113867
"191","Male",80,"u2",20.7956577948496
"192","Male",81,"u2",21.1161648469205
"193","Male",82,"u2",21.1967256344349
"194","Male",83,"u2",21.1870317005654
"195","Male",84,"u2",21.3624169397057
"196","Male",85,"u2",21.8230317441522
"197","Male",86,"u2",22.4271059702873
"198","Male",87,"u2",23.0284135582748
"199","Male",88,"u2",23.6089937208677
"200","Male",89,"u2",24.1991108616686
"201","Male",90,"u2",24.8932559357106
"202","Male",91,"u2",25.7191237780573
"203","Male",92,"u2",26.4536521406982
"204","Male",93,"u2",26.9802397207141
"205","Male",94,"u2",27.2316879997392
"206","Male",95,"u2",27.292994840406
"207","Male",96,"u2",27.4735547459245
"208","Male",97,"u2",27.8419112184719
"209","Male",98,"u2",28.273784897455
"210","Male",99,"u2",28.7056045636506
"211","Male",100,"u2",29.1254113775493
"212","Male",101,"u2",29.5302555058571
"213","Male",102,"u2",29.9179058724575
"214","Male",103,"u2",30.2862759794237
"215","Male",104,"u2",30.633481271553
"216","Male",105,"u2",30.9578921465663
"217","Male",106,"u2",31.2576460391132
"218","Male",107,"u2",31.5263378106884
"219","Male",108,"u2",31.7422389986232
"220","Male",109,"u2",31.8827561650821
"221","Male",0,"u3",5.65643029624509
"222","Male",1,"u3",4.23197954448236
"223","Male",2,"u3",8.33864737913309
"224","Male",3,"u3",10.2901613209943
"225","Male",4,"u3",11.8531756909707
"226","Male",5,"u3",12.8779414149312
"227","Male",6,"u3",13.6687763669192
"228","Male",7,"u3",14.3747767700917
"229","Male",8,"u3",14.8931019452133
"230","Male",9,"u3",14.9638014373518
"231","Male",10,"u3",14.4192978106321
"232","Male",11,"u3",13.3133393807419
"233","Male",12,"u3",11.6140434300239
"234","Male",13,"u3",9.18852025785688
"235","Male",14,"u3",6.19192400670843
"236","Male",15,"u3",3.02077059815399
"237","Male",16,"u3",-0.0612260218743018
"238","Male",17,"u3",-2.93575451242043
"239","Male",18,"u3",-5.43753074702982
"240","Male",19,"u3",-7.40982565005493
"241","Male",20,"u3",-8.89119049648099
"242","Male",21,"u3",-10.0715719288571
"243","Male",22,"u3",-11.0798396286248
"244","Male",23,"u3",-11.951243061642
"245","Male",24,"u3",-12.7036386360797
"246","Male",25,"u3",-13.3520290064166
"247","Male",26,"u3",-13.9006923042174
"248","Male",27,"u3",-14.3373755294
"249","Male",28,"u3",-14.6132949203578
"250","Male",29,"u3",-14.7080929138286
"251","Male",30,"u3",-14.7061129888988
"252","Male",31,"u3",-14.6979772462286
"253","Male",32,"u3",-14.6959932043654
"254","Male",33,"u3",-14.6583399483728
"255","Male",34,"u3",-14.4943957633607
"256","Male",35,"u3",-14.1489912415408
"257","Male",36,"u3",-13.7147198867061
"258","Male",37,"u3",-13.3264633968299
"259","Male",38,"u3",-12.9890523298165
"260","Male",39,"u3",-12.6192380996978
"261","Male",40,"u3",-12.1671650342197
"262","Male",41,"u3",-11.6448436165273
"263","Male",42,"u3",-11.1081298492482
"264","Male",43,"u3",-10.5858003104378
"265","Male",44,"u3",-10.05063131272
"266","Male",45,"u3",-9.49369570150435
"267","Male",46,"u3",-8.94042335747982
"268","Male",47,"u3",-8.40153449539995
"269","Male",48,"u3",-7.86538322293434
"270","Male",49,"u3",-7.32064848189916
"271","Male",50,"u3",-6.76297071413325
"272","Male",51,"u3",-6.19351143750947
"273","Male",52,"u3",-5.62060081848263
"274","Male",53,"u3",-5.05773631052024
"275","Male",54,"u3",-4.50643981308449
"276","Male",55,"u3",-3.94020994703188
"277","Male",56,"u3",-3.35553809327742
"278","Male",57,"u3",-2.82572930914317
"279","Male",58,"u3",-2.43625769502388
"280","Male",59,"u3",-2.17665388832091
"281","Male",60,"u3",-1.93149973956612
"282","Male",61,"u3",-1.60446574291455
"283","Male",62,"u3",-1.20939937465706
"284","Male",63,"u3",-0.805124493001544
"285","Male",64,"u3",-0.408800127012057
"286","Male",65,"u3",0.000400207013573975
"287","Male",66,"u3",0.4316911745381
"288","Male",67,"u3",0.867966495027986
"289","Male",68,"u3",1.29989540953721
"290","Male",69,"u3",1.7384799099758
"291","Male",70,"u3",2.18306298837045
"292","Male",71,"u3",2.57336352346441
"293","Male",72,"u3",2.83929535244731
"294","Male",73,"u3",3.01704740049517
"295","Male",74,"u3",3.23017604493435
"296","Male",75,"u3",3.57365439310574
"297","Male",76,"u3",4.01367537475582
"298","Male",77,"u3",4.3772418036878
"299","Male",78,"u3",4.53201958208852
"300","Male",79,"u3",4.53951450035117
"301","Male",80,"u3",4.57673401717072
"302","Male",81,"u3",4.77726448472274
"303","Male",82,"u3",5.15235030515711
"304","Male",83,"u3",5.63053085138602
"305","Male",84,"u3",6.15001751286345
"306","Male",85,"u3",6.68902829023535
"307","Male",86,"u3",7.23141578427516
"308","Male",87,"u3",7.74567077264932
"309","Male",88,"u3",8.21388789897932
"310","Male",89,"u3",8.6549890116216
"311","Male",90,"u3",9.11077688498488
"312","Male",91,"u3",9.60084642980372
"313","Male",92,"u3",10.0931239165358
"314","Male",93,"u3",10.5366661927407
"315","Male",94,"u3",10.9063939610274
"316","Male",95,"u3",11.217267554138
"317","Male",96,"u3",11.5060125480004
"318","Male",97,"u3",11.793442969155
"319","Male",98,"u3",12.0745763361803
"320","Male",99,"u3",12.337787306453
"321","Male",100,"u3",12.577073605256
"322","Male",101,"u3",12.7907766330879
"323","Male",102,"u3",12.9785874952009
"324","Male",103,"u3",13.1406675084083
"325","Male",104,"u3",13.2773970354489
"326","Male",105,"u3",13.3891497435609
"327","Male",106,"u3",13.4761650019363
"328","Male",107,"u3",13.5386348167314
"329","Male",108,"u3",13.5786939211558
"330","Male",109,"u3",13.6017354854445
"331","Male",0,"u4",5.05885053030028
"332","Male",1,"u4",-1.15063768648862
"333","Male",2,"u4",-0.903760352595208
"334","Male",3,"u4",2.28625532078112
"335","Male",4,"u4",3.0517911034284
"336","Male",5,"u4",3.98350292393806
"337","Male",6,"u4",4.89882663820226
"338","Male",7,"u4",5.47089063602462
"339","Male",8,"u4",5.36134874198885
"340","Male",9,"u4",4.49941100942726
"341","Male",10,"u4",3.16810358614443
"342","Male",11,"u4",1.73933549396349
"343","Male",12,"u4",0.34094970470276
"344","Male",13,"u4",-1.15710302946648
"345","Male",14,"u4",-2.86333927855267
"346","Male",15,"u4",-4.69365351448939
"347","Male",16,"u4",-6.48976568550523
"348","Male",17,"u4",-8.17079513693893
"349","Male",18,"u4",-9.69767708690545
"350","Male",19,"u4",-10.9721137394574
"351","Male",20,"u4",-11.8549531406462
"352","Male",21,"u4",-12.2773171726963
"353","Male",22,"u4",-12.3092791936049
"354","Male",23,"u4",-12.108527765825
"355","Male",24,"u4",-11.7960304010512
"356","Male",25,"u4",-11.3880322132248
"357","Male",26,"u4",-10.8368752632798
"358","Male",27,"u4",-10.1202231151735
"359","Male",28,"u4",-9.28243943062362
"360","Male",29,"u4",-8.38634072573122
"361","Male",30,"u4",-7.44301256865289
"362","Male",31,"u4",-6.42091206707519
"363","Male",32,"u4",-5.31868144476821
"364","Male",33,"u4",-4.19740125607232
"365","Male",34,"u4",-3.14686697057525
"366","Male",35,"u4",-2.22611843672273
"367","Male",36,"u4",-1.41092631218567
"368","Male",37,"u4",-0.595641374581549
"369","Male",38,"u4",0.313277266856428
"370","Male",39,"u4",1.30000515057625
"371","Male",40,"u4",2.25777819932685
"372","Male",41,"u4",3.09014029606718
"373","Male",42,"u4",3.77442681810577
"374","Male",43,"u4",4.35211676578498
"375","Male",44,"u4",4.8853589635493
"376","Male",45,"u4",5.41370661397138
"377","Male",46,"u4",5.93444186449267
"378","Male",47,"u4",6.41860437950175
"379","Male",48,"u4",6.83842168614909
"380","Male",49,"u4",7.18191040609785
"381","Male",50,"u4",7.45365779425389
"382","Male",51,"u4",7.67129664260168
"383","Male",52,"u4",7.85415016373769
"384","Male",53,"u4",8.01339906599497
"385","Male",54,"u4",8.15627325416007
"386","Male",55,"u4",8.29602954169597
"387","Male",56,"u4",8.44585214288506
"388","Male",57,"u4",8.60197201805623
"389","Male",58,"u4",8.73894316187225
"390","Male",59,"u4",8.82701573642402
"391","Male",60,"u4",8.85765494935044
"392","Male",61,"u4",8.85070081618094
"393","Male",62,"u4",8.82839114226874
"394","Male",63,"u4",8.78119561316674
"395","Male",64,"u4",8.66987635931718
"396","Male",65,"u4",8.46893363750595
"397","Male",66,"u4",8.1976582472952
"398","Male",67,"u4",7.89909032757354
"399","Male",68,"u4",7.59753993302312
"400","Male",69,"u4",7.29567582425001
"401","Male",70,"u4",7.00576920047446
"402","Male",71,"u4",6.76005716895157
"403","Male",72,"u4",6.57572719722652
"404","Male",73,"u4",6.41916768548119
"405","Male",74,"u4",6.21820213568203
"406","Male",75,"u4",5.91619031047644
"407","Male",76,"u4",5.51679865411891
"408","Male",77,"u4",5.07362596145753
"409","Male",78,"u4",4.62982949266468
"410","Male",79,"u4",4.17742060641322
"411","Male",80,"u4",3.68277313726555
"412","Male",81,"u4",3.13471246370743
"413","Male",82,"u4",2.54977884715053
"414","Male",83,"u4",1.94177097720539
"415","Male",84,"u4",1.30404395507038
"416","Male",85,"u4",0.623394009836057
"417","Male",86,"u4",-0.101145606180622
"418","Male",87,"u4",-0.856044432765418
"419","Male",88,"u4",-1.62343884385412
"420","Male",89,"u4",-2.38777388807401
"421","Male",90,"u4",-3.13356946219624
"422","Male",91,"u4",-3.84074834108874
"423","Male",92,"u4",-4.4933944298504
"424","Male",93,"u4",-5.0952719701822
"425","Male",94,"u4",-5.66687034608908
"426","Male",95,"u4",-6.22382282003212
"427","Male",96,"u4",-6.76491254381684
"428","Male",97,"u4",-7.27978831813239
"429","Male",98,"u4",-7.76067039959034
"430","Male",99,"u4",-8.20516435897334
"431","Male",100,"u4",-8.61344613338684
"432","Male",101,"u4",-8.98568992680527
"433","Male",102,"u4",-9.32179958327034
"434","Male",103,"u4",-9.62145550800557
"435","Male",104,"u4",-9.88419068408646
"436","Male",105,"u4",-10.1085790957669
"437","Male",106,"u4",-10.2920836137809
"438","Male",107,"u4",-10.4330656610315
"439","Male",108,"u4",-10.5340960287064
"440","Male",109,"u4",-10.6024819591279
"441","Female",0,"u1",-955.099873838341
"442","Female",1,"u1",-1102.0069388848
"443","Female",2,"u1",-1145.98355639383
"444","Female",3,"u1",-1170.49156742334
"445","Female",4,"u1",-1185.56993824499
"446","Female",5,"u1",-1198.44868197738
"447","Female",6,"u1",-1208.17018654179
"448","Female",7,"u1",-1218.91287945314
"449","Female",8,"u1",-1226.81204435164
"450","Female",9,"u1",-1232.25707554694
"451","Female",10,"u1",-1234.65611293393
"452","Female",11,"u1",-1234.95962981818
"453","Female",12,"u1",-1231.56919867986
"454","Female",13,"u1",-1224.433668985
"455","Female",14,"u1",-1214.40424227117
"456","Female",15,"u1",-1202.75051077822
"457","Female",16,"u1",-1191.17727895239
"458","Female",17,"u1",-1184.54986297287
"459","Female",18,"u1",-1177.08003717845
"460","Female",19,"u1",-1174.18244844653
"461","Female",20,"u1",-1172.03051734446
"462","Female",21,"u1",-1171.58098815063
"463","Female",22,"u1",-1169.28217625975
"464","Female",23,"u1",-1168.41770575087
"465","Female",24,"u1",-1166.39355111936
"466","Female",25,"u1",-1163.95324595601
"467","Female",26,"u1",-1161.48873718861
"468","Female",27,"u1",-1158.87169695388
"469","Female",28,"u1",-1156.54302165839
"470","Female",29,"u1",-1151.72224924068
"471","Female",30,"u1",-1147.44878157778
"472","Female",31,"u1",-1146.44082756719
"473","Female",32,"u1",-1141.34054307456
"474","Female",33,"u1",-1137.89129224763
"475","Female",34,"u1",-1132.61609484794
"476","Female",35,"u1",-1127.2199308288
"477","Female",36,"u1",-1123.61939266542
"478","Female",37,"u1",-1120.00976241982
"479","Female",38,"u1",-1113.24826803244
"480","Female",39,"u1",-1109.73394982911
"481","Female",40,"u1",-1103.98109917988
"482","Female",41,"u1",-1101.04750761607
"483","Female",42,"u1",-1093.91130438211
"484","Female",43,"u1",-1089.88795381575
"485","Female",44,"u1",-1085.02764374619
"486","Female",45,"u1",-1079.13522779721
"487","Female",46,"u1",-1075.03521027322
"488","Female",47,"u1",-1069.43647036363
"489","Female",48,"u1",-1063.53252907794
"490","Female",49,"u1",-1058.1610307102
"491","Female",50,"u1",-1051.53740374276
"492","Female",51,"u1",-1048.4635603313
"493","Female",52,"u1",-1041.2983656204
"494","Female",53,"u1",-1037.04303990334
"495","Female",54,"u1",-1031.27733934073
"496","Female",55,"u1",-1026.31616585164
"497","Female",56,"u1",-1020.4631159395
"498","Female",57,"u1",-1015.42195432092
"499","Female",58,"u1",-1009.06645555236
"500","Female",59,"u1",-1003.56276716551
"501","Female",60,"u1",-995.818191499068
"502","Female",61,"u1",-991.556716946525
"503","Female",62,"u1",-983.661405547162
"504","Female",63,"u1",-977.990050854531
"505","Female",64,"u1",-971.347891960622
"506","Female",65,"u1",-964.284765092563
"507","Female",66,"u1",-959.046057152065
"508","Female",67,"u1",-952.056217284898
"509","Female",68,"u1",-944.781338730571
"510","Female",69,"u1",-938.304795292326
"511","Female",70,"u1",-929.123938575766
"512","Female",71,"u1",-924.439119421677
"513","Female",72,"u1",-915.086328279584
"514","Female",73,"u1",-908.095189848682
"515","Female",74,"u1",-900.192588002305
"516","Female",75,"u1",-892.554039595996
"517","Female",76,"u1",-885.407493692247
"518","Female",77,"u1",-878.840512899731
"519","Female",78,"u1",-869.989863025076
"520","Female",79,"u1",-863.11714124481
"521","Female",80,"u1",-854.53969074057
"522","Female",81,"u1",-849.149478695686
"523","Female",82,"u1",-839.985132286531
"524","Female",83,"u1",-832.53329818243
"525","Female",84,"u1",-824.438728273787
"526","Female",85,"u1",-817.567140284216
"527","Female",86,"u1",-810.152608365679
"528","Female",87,"u1",-803.513405172417
"529","Female",88,"u1",-796.606642184633
"530","Female",89,"u1",-790.027450312278
"531","Female",90,"u1",-782.139400201092
"532","Female",91,"u1",-777.311323715227
"533","Female",92,"u1",-769.92161855742
"534","Female",93,"u1",-763.738096471875
"535","Female",94,"u1",-757.384629787371
"536","Female",95,"u1",-750.421117133362
"537","Female",96,"u1",-744.331290815934
"538","Female",97,"u1",-738.402357227356
"539","Female",98,"u1",-732.644312877067
"540","Female",99,"u1",-727.066995020827
"541","Female",100,"u1",-721.679698893116
"542","Female",101,"u1",-716.49105027739
"543","Female",102,"u1",-711.508696663266
"544","Female",103,"u1",-706.739396561233
"545","Female",104,"u1",-702.188492179792
"546","Female",105,"u1",-697.859960803352
"547","Female",106,"u1",-693.756389461684
"548","Female",107,"u1",-689.878544421275
"549","Female",108,"u1",-686.225817222721
"550","Female",109,"u1",-682.795814778515
"551","Female",0,"u2",-33.9089966589595
"552","Female",1,"u2",-60.3748748722292
"553","Female",2,"u2",-65.5053983951412
"554","Female",3,"u2",-64.4771206325001
"555","Female",4,"u2",-61.0341750256249
"556","Female",5,"u2",-58.1638185539847
"557","Female",6,"u2",-55.9607308596031
"558","Female",7,"u2",-53.6113135824971
"559","Female",8,"u2",-50.9795498583473
"560","Female",9,"u2",-48.7208275903741
"561","Female",10,"u2",-47.1129197715248
"562","Female",11,"u2",-45.4909484756232
"563","Female",12,"u2",-43.2127456218214
"564","Female",13,"u2",-40.1339691703403
"565","Female",14,"u2",-36.2060650595357
"566","Female",15,"u2",-31.8708100412273
"567","Female",16,"u2",-28.0577560023256
"568","Female",17,"u2",-25.2173473173013
"569","Female",18,"u2",-23.4399046950444
"570","Female",19,"u2",-23.1465420224065
"571","Female",20,"u2",-24.1215647761295
"572","Female",21,"u2",-25.476788201982
"573","Female",22,"u2",-26.6011518251548
"574","Female",23,"u2",-27.2214690004011
"575","Female",24,"u2",-27.0638902378097
"576","Female",25,"u2",-26.2617166719851
"577","Female",26,"u2",-25.2770185762353
"578","Female",27,"u2",-24.277995389764
"579","Female",28,"u2",-22.7681838916874
"580","Female",29,"u2",-20.5545790857262
"581","Female",30,"u2",-18.6896319203258
"582","Female",31,"u2",-17.6096260417443
"583","Female",32,"u2",-16.5489628975641
"584","Female",33,"u2",-14.7607709033176
"585","Female",34,"u2",-12.2041769298871
"586","Female",35,"u2",-9.75450833241932
"587","Female",36,"u2",-7.94986951232755
"588","Female",37,"u2",-6.11691041151452
"589","Female",38,"u2",-3.96451597827253
"590","Female",39,"u2",-1.99356656399666
"591","Female",40,"u2",-0.0373026064824546
"592","Female",41,"u2",2.22731765472115
"593","Female",42,"u2",4.69679684939302
"594","Female",43,"u2",7.12544574945236
"595","Female",44,"u2",9.34776118848129
"596","Female",45,"u2",11.3491361772289
"597","Female",46,"u2",13.3037903614017
"598","Female",47,"u2",15.2618596559754
"599","Female",48,"u2",16.8952511396189
"600","Female",49,"u2",18.0177522078295
"601","Female",50,"u2",18.7125422121369
"602","Female",51,"u2",19.2377083622426
"603","Female",52,"u2",19.6752903035665
"604","Female",53,"u2",20.1620165664095
"605","Female",54,"u2",20.7934350336812
"606","Female",55,"u2",21.4790519782311
"607","Female",56,"u2",22.0766756262267
"608","Female",57,"u2",22.4030543212668
"609","Female",58,"u2",22.3073406157753
"610","Female",59,"u2",21.9039112041968
"611","Female",60,"u2",21.6119056893353
"612","Female",61,"u2",21.6152822807374
"613","Female",62,"u2",21.4703036837666
"614","Female",63,"u2",21.1662188184512
"615","Female",64,"u2",21.014702330372
"616","Female",65,"u2",21.0920144962321
"617","Female",66,"u2",21.3190443078926
"618","Female",67,"u2",21.4541122332059
"619","Female",68,"u2",21.3554889052112
"620","Female",69,"u2",21.0978492817635
"621","Female",70,"u2",20.8600214748355
"622","Female",71,"u2",20.8125629616916
"623","Female",72,"u2",20.8234487929307
"624","Female",73,"u2",20.9128155986953
"625","Female",74,"u2",21.0965854145502
"626","Female",75,"u2",21.3731415906472
"627","Female",76,"u2",21.8233910223512
"628","Female",77,"u2",22.3215810475042
"629","Female",78,"u2",22.8005946672811
"630","Female",79,"u2",23.4353651217583
"631","Female",80,"u2",24.3154120007785
"632","Female",81,"u2",25.2027124461705
"633","Female",82,"u2",25.7752047307878
"634","Female",83,"u2",26.186420518769
"635","Female",84,"u2",26.7139248472298
"636","Female",85,"u2",27.4916323416655
"637","Female",86,"u2",28.4530731975311
"638","Female",87,"u2",29.4214507905134
"639","Female",88,"u2",30.3225367669076
"640","Female",89,"u2",31.1254734057621
"641","Female",90,"u2",31.922044816106
"642","Female",91,"u2",32.8363263050886
"643","Female",92,"u2",33.6584149746913
"644","Female",93,"u2",34.3190140928965
"645","Female",94,"u2",34.8678164159084
"646","Female",95,"u2",35.3630650609442
"647","Female",96,"u2",35.9262613507354
"648","Female",97,"u2",36.5645855646384
"649","Female",98,"u2",37.2135997816412
"650","Female",99,"u2",37.8422639797046
"651","Female",100,"u2",38.4429030501927
"652","Female",101,"u2",39.0118641049709
"653","Female",102,"u2",39.5459448238059
"654","Female",103,"u2",40.042230609712
"655","Female",104,"u2",40.4981975728921
"656","Female",105,"u2",40.911796681621
"657","Female",106,"u2",41.2809464614482
"658","Female",107,"u2",41.5990617043606
"659","Female",108,"u2",41.8448418618046
"660","Female",109,"u2",41.999767208031
"661","Female",0,"u3",13.4717779202489
"662","Female",1,"u3",9.90487609517765
"663","Female",2,"u3",6.26041305686137
"664","Female",3,"u3",4.24091980331295
"665","Female",4,"u3",1.90343882079941
"666","Female",5,"u3",-1.75615038798523
"667","Female",6,"u3",-6.84460389859175
"668","Female",7,"u3",-12.1852968446702
"669","Female",8,"u3",-16.4623447328954
"670","Female",9,"u3",-19.0170011786168
"671","Female",10,"u3",-19.7178214326637
"672","Female",11,"u3",-18.699984123005
"673","Female",12,"u3",-16.49681748331
"674","Female",13,"u3",-13.7895235069621
"675","Female",14,"u3",-10.887517712626
"676","Female",15,"u3",-7.82783210459398
"677","Female",16,"u3",-4.86850384922163
"678","Female",17,"u3",-2.5450531398829
"679","Female",18,"u3",-1.22370753372535
"680","Female",19,"u3",-0.903818283739427
"681","Female",20,"u3",-1.20534493706663
"682","Female",21,"u3",-1.4455998238016
"683","Female",22,"u3",-1.19963439686905
"684","Female",23,"u3",-0.613378065204526
