Country,Region,Residence,Ethnicity,SocDem,Version,Ref-ID,Year1,Year2,TypeLT,Sex,Age,AgeInt,m(x),q(x),l(x),d(x),L(x),T(x),e(x),e(x)Orig
MEX,0,0,0,0,1,225.1,1983,1985,2,2,40,5,0.00292,0.0145,91045,1320,452088,3465434,38.06,38.14
MEX,0,0,0,0,1,225.1,1983,1985,2,2,45,5,0.00413,0.02047,89725,1837,444286,3013346,33.58,33.66
MEX,0,0,0,0,1,225.1,1983,1985,2,2,50,5,0.00608,0.02995,87888,2632,433248,2569060,29.23,29.31
MEX,0,0,0,0,1,225.1,1983,1985,2,2,55,5,0.00912,0.04467,85256,3808,417322,2135812,25.05,25.14
MEX,0,0,0,0,1,225.1,1983,1985,2,2,60,5,0.01388,0.06722,81448,5475,394326,1718490,21.1,21.19
MEX,0,0,0,0,1,225.1,1983,1985,2,2,65,5,0.02122,0.10102,75973,7675,361660,1324163,17.43,17.52
MEX,0,0,0,0,1,225.1,1983,1985,2,2,70,5,0.03247,0.15062,68298,10287,316856,962504,14.09,14.2
MEX,0,0,0,0,1,225.1,1983,1985,2,2,75,5,0.04956,0.22116,58011,12830,258876,645647,11.13,11.25
MEX,0,0,0,0,1,225.1,1983,1985,2,2,80,5,0.07524,0.31697,45181,14321,190328,386771,8.56,8.72
MEX,0,0,0,0,1,225.1,1983,1985,2,2,85,5,0.11326,0.43882,30860,13542,119563,196444,6.37,6.6
MEX,0,0,0,0,1,225.1,1983,1985,2,2,90,5,0.17048,0.5861,17318,10150,59538,76881,4.44,4.85
MEX,0,0,0,0,1,225.1,1983,1985,2,2,95,99,0.41332,1,7168,7168,17343,17343,2.42,3.42
