Sweden, Life expectancy at birth (period, 1x1)	Last modified: 23 May 2024;  Methods Protocol: v6 (2017)

  Year       Female    Male     Total
  1848        47.29    42.99    45.13
  1849        46.84    42.20    44.50
  1850        47.29    42.17    44.69
  1851        46.10    41.21    43.62
  1852        43.74    39.04    41.35
  1853        41.96    38.07    39.99
  1854        46.51    42.55    44.53
  1855        44.81    41.33    43.06
  1856        44.03    40.24    42.12
  1857        36.60    32.73    34.62
  1858        43.61    40.38    41.99
  1859        46.19    42.35    44.26
  1860        50.29    46.61    48.46
  1861        49.01    45.35    47.19
  1862        44.19    41.19    42.70
  1863        47.11    43.87    45.50
  1864        46.51    43.12    44.81
  1865        47.48    43.45    45.45
  1866        46.90    42.81    44.84
  1867        48.28    44.29    46.27
  1868        45.20    41.48    43.32
  1869        42.72    39.32    41.01
  1870        46.84    43.22    45.02
  1871        50.67    47.15    48.91
  1872        51.88    48.00    49.94
  1873        50.29    46.82    48.56
  1874        46.06    42.26    44.15
  1875        46.38    42.59    44.47
  1876        46.31    43.21    44.77
  1877        47.84    44.29    46.06
  1878        48.08    45.50    46.80
  1879        50.37    47.63    49.02
  1880        49.15    46.18    47.67
  1881        49.93    46.89    48.42
  1882        50.03    46.78    48.41
  1883        50.40    47.23    48.82
  1884        50.59    47.39    49.00
  1885        50.38    47.26    48.83
  1886        51.89    49.13    50.52
  1887        52.84    49.92    51.39
  1888        53.50    50.97    52.25
  1889        53.37    51.05    52.23
  1890        51.77    49.08    50.44
  1891        52.50    49.53    51.02
  1892        51.75    49.18    50.47
  1893        52.50    49.79    51.16
  1894        53.05    50.71    51.89
  1895        55.29    52.70    54.01
  1896        54.60    52.05    53.34
  1897        55.26    52.71    54.00
  1898        56.03    53.12    54.59
  1899        52.30    49.50    50.90
  1900        53.63    50.80    52.23
  1901        54.09    51.65    52.88
  1902        55.87    53.50    54.70
  1903        56.39    53.55    54.98
  1904        56.43    54.08    55.27
  1905        55.67    53.15    54.42
  1906        57.69    55.39    56.56
  1907        58.05    55.65    56.87
  1908        57.46    55.18    56.33
  1909        59.48    57.17    58.34
  1910        59.03    56.43    57.74
  1911        59.43    56.53    57.99
  1912        59.09    56.35    57.73
  1913        59.97    57.17    58.59
  1914        59.40    56.86    58.15
  1915        58.36    55.83    57.10
  1916        59.28    56.92    58.12
  1917        60.06    57.53    58.80
  1918        51.36    48.10    49.72
  1919        57.89    54.97    56.42
  1920        60.24    57.58    58.91
  1921        62.27    59.69    60.98
  1922        61.91    60.22    61.07
  1923        64.05    61.76    62.91
  1924        63.08    60.79    61.94
  1925        63.68    61.33    62.51
  1926        63.77    61.69    62.74
  1927        62.64    60.47    61.56
  1928        63.20    61.19    62.20
  1929        63.41    61.17    62.29
  1930        64.19    62.13    63.17
  1931        63.63    61.79    62.71
  1932        64.90    62.95    63.93
  1933        65.96    63.65    64.80
  1934        66.07    63.84    64.96
  1935        66.05    63.68    64.86
  1936        65.77    63.44    64.60
  1937        65.82    63.42    64.61
  1938        67.09    64.02    65.54
  1939        67.71    65.07    66.38
  1940        68.13    65.38    66.74
  1941        68.26    65.70    66.97
  1942        70.36    67.57    68.96
  1943        70.08    67.34    68.70
  1944        69.28    66.20    67.72
  1945        69.52    67.16    68.33
  1946        70.67    68.36    69.51
  1947        70.63    68.33    69.48
  1948        72.13    69.35    70.73
  1949        72.16    69.48    70.81
  1950        72.44    69.85    71.14
  1951        72.70    70.04    71.36
  1952        73.29    70.42    71.84
  1953        73.40    70.43    71.91
  1954        73.87    70.86    72.35
  1955        74.15    71.05    72.59
  1956        74.40    70.96    72.66
  1957        74.27    70.75    72.49
  1958        74.80    71.53    73.15
  1959        75.20    71.58    73.37
  1960        74.88    71.24    73.04
  1961        75.38    71.64    73.49
  1962        75.42    71.36    73.35
  1963        75.61    71.53    73.53
  1964        75.87    71.62    73.70
  1965        76.08    71.74    73.87
  1966        76.46    71.84    74.10
  1967        76.55    71.85    74.15
  1968        76.39    71.71    74.00
  1969        76.63    71.71    74.11
  1970        77.21    72.23    74.66
  1971        77.39    71.97    74.60
  1972        77.53    72.03    74.71
  1973        77.72    72.16    74.86
  1974        77.90    72.20    74.97
  1975        77.95    72.17    74.98
  1976        77.96    72.16    74.97
  1977        78.57    72.41    75.39
  1978        78.69    72.46    75.48
  1979        78.72    72.50    75.52
  1980        78.85    72.78    75.74
  1981        79.14    73.08    76.04
  1982        79.39    73.43    76.35
  1983        79.64    73.63    76.58
  1984        79.93    73.85    76.84
  1985        79.69    73.78    76.69
  1986        80.02    73.98    76.95
  1987        80.14    74.16    77.11
  1988        79.93    74.13    77.00
  1989        80.56    74.78    77.65
  1990        80.40    74.81    77.59
  1991        80.54    74.95    77.73
  1992        80.78    75.36    78.07
  1993        80.78    75.49    78.14
  1994        81.38    76.08    78.75
  1995        81.44    76.18    78.82
  1996        81.52    76.52    79.04
  1997        81.80    76.70    79.27
  1998        81.91    76.87    79.42
  1999        81.89    77.07    79.51
  2000        82.02    77.38    79.74
  2001        82.05    77.54    79.84
  2002        82.08    77.71    79.94
  2003        82.41    77.91    80.19
  2004        82.66    78.35    80.55
  2005        82.75    78.42    80.62
  2006        82.90    78.69    80.83
  2007        82.94    78.93    80.97
  2008        83.12    79.09    81.14
  2009        83.32    79.34    81.37
  2010        83.47    79.52    81.52
  2011        83.67    79.80    81.76
  2012        83.53    79.87    81.73
  2013        83.71    80.10    81.94
  2014        84.05    80.35    82.22
  2015        84.02    80.32    82.19
  2016        84.08    80.57    82.34
  2017        84.11    80.73    82.44
  2018        84.26    80.79    82.53
  2019        84.73    81.35    83.05
  2020        84.29    80.60    82.43
  2021        84.82    81.22    83.02
  2022        84.75    81.36    83.05
  2023        84.91    81.59    83.25
