Netherlands, Life expectancy at birth (period, 1x1)	Last modified: 06 Oct 2023;  Methods Protocol: v6 (2017)

  Year       Female    Male     Total
  1912        58.15    56.16    57.14
  1913        58.44    56.30    57.35
  1914        58.31    56.10    57.19
  1915        58.20    56.30    57.24
  1916        57.17    55.19    56.16
  1917        56.70    54.64    55.65
  1918        48.65    46.64    47.63
  1919        55.63    53.97    54.78
  1920        58.92    57.09    57.98
  1921        60.55    58.91    59.71
  1922        60.47    59.14    59.78
  1923        62.77    61.26    62.00
  1924        63.54    62.25    62.88
  1925        63.92    62.35    63.12
  1926        63.69    62.30    62.98
  1927        63.36    61.90    62.61
  1928        64.50    62.94    63.71
  1929        62.89    61.44    62.15
  1930        65.40    63.95    64.66
  1931        65.01    63.67    64.32
  1932        66.06    64.75    65.39
  1933        66.69    65.40    66.03
  1934        67.34    65.88    66.60
  1935        67.25    65.80    66.51
  1936        67.41    66.08    66.73
  1937        67.72    66.23    66.97
  1938        68.26    66.55    67.39
  1939        68.55    66.92    67.72
  1940        67.29    63.59    65.40
  1941        66.90    63.82    65.33
  1942        67.62    64.07    65.80
  1943        66.20    62.69    64.41
  1944        63.60    59.07    61.27
  1945        61.19    50.78    55.58
  1946        68.87    66.24    67.53
  1947        70.84    68.30    69.56
  1948        72.39    69.72    71.04
  1949        71.58    69.02    70.29
  1950        72.59    70.31    71.44
  1951        72.76    70.26    71.50
  1952        73.29    70.96    72.12
  1953        72.99    70.43    71.70
  1954        73.83    70.96    72.38
  1955        74.09    70.94    72.50
  1956        74.11    70.97    72.52
  1957        74.58    71.38    72.97
  1958        74.84    71.46    73.14
  1959        75.17    71.25    73.19
  1960        75.30    71.45    73.35
  1961        75.73    71.43    73.55
  1962        75.57    70.96    73.22
  1963        75.78    71.01    73.35
  1964        76.27    71.28    73.73
  1965        76.16    71.14    73.60
  1966        76.14    71.05    73.55
  1967        76.58    71.18    73.83
  1968        76.44    70.93    73.64
  1969        76.29    70.92    73.56
  1970        76.52    70.83    73.63
  1971        76.81    71.03    73.87
  1972        76.82    70.84    73.78
  1973        77.18    71.35    74.23
  1974        77.65    71.63    74.61
  1975        77.73    71.47    74.55
  1976        77.90    71.53    74.67
  1977        78.50    72.08    75.26
  1978        78.47    71.94    75.17
  1979        78.88    72.43    75.65
  1980        79.14    72.44    75.77
  1981        79.28    72.70    75.99
  1982        79.39    72.73    76.06
  1983        79.56    72.93    76.26
  1984        79.67    72.96    76.32
  1985        79.64    73.06    76.37
  1986        79.58    73.07    76.35
  1987        80.04    73.50    76.81
  1988        80.22    73.68    77.00
  1989        79.91    73.66    76.83
  1990        80.09    73.82    77.01
  1991        80.14    74.05    77.16
  1992        80.28    74.30    77.36
  1993        79.99    73.98    77.04
  1994        80.30    74.58    77.51
  1995        80.36    74.60    77.54
  1996        80.32    74.65    77.55
  1997        80.53    75.16    77.93
  1998        80.67    75.18    78.00
  1999        80.44    75.33    77.96
  2000        80.56    75.53    78.12
  2001        80.70    75.81    78.33
  2002        80.67    75.99    78.41
  2003        80.92    76.24    78.66
  2004        81.43    76.87    79.23
  2005        81.59    77.20    79.48
  2006        81.88    77.63    79.84
  2007        82.30    78.02    80.25
  2008        82.28    78.32    80.38
  2009        82.64    78.54    80.67
  2010        82.72    78.78    80.83
  2011        82.85    79.20    81.10
  2012        82.83    79.15    81.05
  2013        83.04    79.42    81.29
  2014        83.29    79.88    81.65
  2015        83.13    79.74    81.48
  2016        83.13    79.88    81.55
  2017        83.32    80.07    81.73
  2018        83.33    80.16    81.77
  2019        83.56    80.46    82.05
  2020        83.08    79.68    81.39
  2021        83.00    79.69    81.35
