Sweden, Life expectancy at birth (cohort, 1x1)	Last modified: 23 May 2024;  Methods Protocol: v6 (2017)

  Year       Female    Male     Total
  1831        47.23    43.18    45.18
  1832        48.52    44.85    46.67
  1833        47.98    43.93    45.94
  1834        48.64    44.55    46.58
  1835        49.08    45.11    47.08
  1836        47.47    43.36    45.40
  1837        46.88    43.13    44.99
  1838        48.06    44.18    46.11
  1839        49.17    45.03    47.09
  1840        49.05    44.94    46.98
  1841        48.80    44.82    46.80
  1842        48.68    44.77    46.72
  1843        49.11    45.33    47.21
  1844        48.70    45.17    46.93
  1845        47.78    44.45    46.12
  1846        47.46    43.89    45.66
  1847        48.27    44.68    46.47
  1848        49.10    45.28    47.18
  1849        48.54    44.88    46.70
  1850        47.94    44.30    46.10
  1851        47.09    43.73    45.39
  1852        46.97    43.43    45.18
  1853        48.04    44.88    46.45
  1854        48.55    45.61    47.07
  1855        48.28    45.10    46.68
  1856        48.27    44.90    46.57
  1857        48.68    45.46    47.07
  1858        49.20    46.29    47.74
  1859        49.46    46.61    48.03
  1860        48.85    46.25    47.56
  1861        49.01    45.92    47.46
  1862        49.95    47.13    48.53
  1863        49.93    47.24    48.58
  1864        50.39    47.29    48.83
  1865        50.30    47.47    48.88
  1866        50.09    47.62    48.85
  1867        48.88    46.36    47.62
  1868        48.88    46.05    47.47
  1869        50.75    48.55    49.64
  1870        51.25    49.04    50.14
  1871        51.40    49.20    50.29
  1872        50.22    48.10    49.14
  1873        49.84    47.48    48.65
  1874        49.31    46.67    47.97
  1875        49.54    47.29    48.40
  1876        50.54    48.10    49.30
  1877        51.58    48.96    50.24
  1878        52.04    49.28    50.64
  1879        52.88    50.27    51.56
  1880        52.90    50.15    51.51
  1881        53.27    50.58    51.91
  1882        53.40    50.64    52.01
  1883        54.14    51.04    52.58
  1884        54.54    51.63    53.07
  1885        54.80    52.13    53.46
  1886        55.37    52.38    53.87
  1887        56.03    52.82    54.42
  1888        56.19    53.04    54.62
  1889        56.22    52.88    54.56
  1890        56.71    52.96    54.84
  1891        57.26    53.31    55.27
  1892        58.02    54.29    56.15
  1893        58.77    54.84    56.80
  1894        59.14    54.75    56.93
  1895        59.34    55.08    57.19
  1896        59.60    55.33    57.44
  1897        60.20    55.95    58.05
  1898        60.27    55.66    57.93
  1899        60.51    55.76    58.11
  1900        61.30    56.40    58.83
  1901        62.27    57.46    59.83
  1902        63.53    58.67    61.08
  1903        64.27    59.22    61.72
  1904        64.83    59.82    62.29
  1905        65.38    60.06    62.70
  1906        65.89    60.52    63.15
  1907        66.52    61.22    63.83
  1908        66.54    61.24    63.85
  1909        67.54    62.24    64.84
  1910        67.69    62.07    64.80
  1911        68.33    62.67    65.43
  1912        68.77    63.06    65.85
  1913        69.01    63.25    66.06
  1914        68.85    62.74    65.73
  1915        69.53    63.36    66.38
  1916        70.47    64.30    67.30
  1917        71.06    64.83    67.88
  1918        71.24    64.57    67.82
  1919        72.22    65.75    68.90
  1920        72.72    65.69    69.10
  1921        73.32    66.79    69.99
  1922        73.55    66.79    70.10
  1923        74.06    67.35    70.61
  1924        74.61    67.87    71.17
  1925        74.85    68.06    71.38
  1926        74.85    68.33    71.53
  1927        75.33    68.53    71.86
  1928        75.86    69.05    72.40
  1929        76.34    69.51    72.85
  1930        76.09    69.46    72.72
  1931        76.95    70.38    73.60
  1932        77.19    70.77    73.92
